sailing_id,route,vessel,etd_iso,eta_iso,head_deg,etd
Portsmouth_Jersey_20250604_1200_116,Portsmouth→Jersey,Island Spirit,2025-06-04T12:00:00,2025-06-04T22:00:00,222.7,2025-06-04 12:00:00
Portsmouth_Jersey_20250604_0600_117,Portsmouth→Jersey,Channel Star,2025-06-04T06:00:00,2025-06-04T16:00:00,217.7,2025-06-04 06:00:00
St. Malo_Jersey_20250604_1800_118,St. Malo→Jersey,Celtic Voyager,2025-06-04T18:00:00,2025-06-05T03:00:00,300.4,2025-06-04 18:00:00
St. Malo_Jersey_20250604_0600_119,St. Malo→Jersey,Celtic Voyager,2025-06-04T06:00:00,2025-06-04T15:00:00,298.4,2025-06-04 06:00:00
Poole_Jersey_20250604_1800_120,Poole→Jersey,Jersey Clipper,2025-06-04T18:00:00,2025-06-05T02:00:00,193.6,2025-06-04 18:00:00
Poole_Jersey_20250604_0600_121,Poole→Jersey,Jersey Clipper,2025-06-04T06:00:00,2025-06-04T14:00:00,193.6,2025-06-04 06:00:00
Portsmouth_Jersey_20250605_1200_122,Portsmouth→Jersey,Channel Star,2025-06-05T12:00:00,2025-06-05T22:00:00,220.1,2025-06-05 12:00:00
Portsmouth_Jersey_20250605_0600_123,Portsmouth→Jersey,Island Spirit,2025-06-05T06:00:00,2025-06-05T16:00:00,222.5,2025-06-05 06:00:00
Portsmouth_Jersey_20250605_1800_124,Portsmouth→Jersey,Island Spirit,2025-06-05T18:00:00,2025-06-06T04:00:00,222.0,2025-06-05 18:00:00
St. Malo_Jersey_20250605_0600_125,St. Malo→Jersey,Celtic Voyager,2025-06-05T06:00:00,2025-06-05T15:00:00,303.5,2025-06-05 06:00:00
St. Malo_Jersey_20250605_1200_126,St. Malo→Jersey,Celtic Voyager,2025-06-05T12:00:00,2025-06-05T21:00:00,295.3,2025-06-05 12:00:00
Poole_Jersey_20250605_1200_127,Poole→Jersey,Jersey Clipper,2025-06-05T12:00:00,2025-06-05T20:00:00,199.4,2025-06-05 12:00:00
Poole_Jersey_20250605_1800_128,Poole→Jersey,Jersey Clipper,2025-06-05T18:00:00,2025-06-06T02:00:00,198.6,2025-06-05 18:00:00
Portsmouth_Jersey_20250606_1800_129,Portsmouth→Jersey,Channel Star,2025-06-06T18:00:00,2025-06-07T04:00:00,215.6,2025-06-06 18:00:00
Portsmouth_Jersey_20250606_0600_130,Portsmouth→Jersey,Island Spirit,2025-06-06T06:00:00,2025-06-06T16:00:00,222.8,2025-06-06 06:00:00
Portsmouth_Jersey_20250606_1200_131,Portsmouth→Jersey,Island Spirit,2025-06-06T12:00:00,2025-06-06T22:00:00,216.0,2025-06-06 12:00:00
St. Malo_Jersey_20250606_1200_132,St. Malo→Jersey,Celtic Voyager,2025-06-06T12:00:00,2025-06-06T21:00:00,295.0,2025-06-06 12:00:00
St. Malo_Jersey_20250606_1800_133,St. Malo→Jersey,Celtic Voyager,2025-06-06T18:00:00,2025-06-07T03:00:00,311.2,2025-06-06 18:00:00
Poole_Jersey_20250606_1200_134,Poole→Jersey,Jersey Clipper,2025-06-06T12:00:00,2025-06-06T20:00:00,198.9,2025-06-06 12:00:00
Poole_Jersey_20250606_1800_135,Poole→Jersey,Jersey Clipper,2025-06-06T18:00:00,2025-06-07T02:00:00,200.0,2025-06-06 18:00:00
Portsmouth_Jersey_20250607_1200_136,Portsmouth→Jersey,Island Spirit,2025-06-07T12:00:00,2025-06-07T22:00:00,218.3,2025-06-07 12:00:00
Portsmouth_Jersey_20250607_1800_137,Portsmouth→Jersey,Channel Star,2025-06-07T18:00:00,2025-06-08T04:00:00,221.9,2025-06-07 18:00:00
Portsmouth_Jersey_20250607_0600_138,Portsmouth→Jersey,Channel Star,2025-06-07T06:00:00,2025-06-07T16:00:00,218.5,2025-06-07 06:00:00
St. Malo_Jersey_20250607_0600_139,St. Malo→Jersey,Celtic Voyager,2025-06-07T06:00:00,2025-06-07T15:00:00,293.7,2025-06-07 06:00:00
St. Malo_Jersey_20250607_1800_140,St. Malo→Jersey,Celtic Voyager,2025-06-07T18:00:00,2025-06-08T03:00:00,295.9,2025-06-07 18:00:00
St. Malo_Jersey_20250607_1200_141,St. Malo→Jersey,Celtic Voyager,2025-06-07T12:00:00,2025-06-07T21:00:00,300.6,2025-06-07 12:00:00
Poole_Jersey_20250607_0600_142,Poole→Jersey,Jersey Clipper,2025-06-07T06:00:00,2025-06-07T14:00:00,200.5,2025-06-07 06:00:00
Poole_Jersey_20250607_1200_143,Poole→Jersey,Jersey Clipper,2025-06-07T12:00:00,2025-06-07T20:00:00,193.1,2025-06-07 12:00:00
Portsmouth_Jersey_20250608_1800_144,Portsmouth→Jersey,Channel Star,2025-06-08T18:00:00,2025-06-09T04:00:00,230.0,2025-06-08 18:00:00
Portsmouth_Jersey_20250608_0600_145,Portsmouth→Jersey,Channel Star,2025-06-08T06:00:00,2025-06-08T16:00:00,216.9,2025-06-08 06:00:00
Portsmouth_Jersey_20250608_1200_146,Portsmouth→Jersey,Channel Star,2025-06-08T12:00:00,2025-06-08T22:00:00,220.7,2025-06-08 12:00:00
St. Malo_Jersey_20250608_1200_147,St. Malo→Jersey,Celtic Voyager,2025-06-08T12:00:00,2025-06-08T21:00:00,310.6,2025-06-08 12:00:00
St. Malo_Jersey_20250608_0600_148,St. Malo→Jersey,Celtic Voyager,2025-06-08T06:00:00,2025-06-08T15:00:00,301.0,2025-06-08 06:00:00
St. Malo_Jersey_20250608_1800_149,St. Malo→Jersey,Celtic Voyager,2025-06-08T18:00:00,2025-06-09T03:00:00,314.9,2025-06-08 18:00:00
Poole_Jersey_20250608_0600_150,Poole→Jersey,Jersey Clipper,2025-06-08T06:00:00,2025-06-08T14:00:00,198.4,2025-06-08 06:00:00
Poole_Jersey_20250608_1800_151,Poole→Jersey,Jersey Clipper,2025-06-08T18:00:00,2025-06-09T02:00:00,201.2,2025-06-08 18:00:00
Portsmouth_Jersey_20250609_1800_152,Portsmouth→Jersey,Channel Star,2025-06-09T18:00:00,2025-06-10T04:00:00,218.0,2025-06-09 18:00:00
St. Malo_Jersey_20250609_1200_153,St. Malo→Jersey,Celtic Voyager,2025-06-09T12:00:00,2025-06-09T21:00:00,292.9,2025-06-09 12:00:00
St. Malo_Jersey_20250609_0600_154,St. Malo→Jersey,Celtic Voyager,2025-06-09T06:00:00,2025-06-09T15:00:00,300.9,2025-06-09 06:00:00
Poole_Jersey_20250609_1200_155,Poole→Jersey,Jersey Clipper,2025-06-09T12:00:00,2025-06-09T20:00:00,204.9,2025-06-09 12:00:00
Poole_Jersey_20250609_1800_156,Poole→Jersey,Jersey Clipper,2025-06-09T18:00:00,2025-06-10T02:00:00,200.1,2025-06-09 18:00:00
Portsmouth_Jersey_20250610_0600_157,Portsmouth→Jersey,Island Spirit,2025-06-10T06:00:00,2025-06-10T16:00:00,198.7,2025-06-10 06:00:00
Portsmouth_Jersey_20250610_1800_158,Portsmouth→Jersey,Channel Star,2025-06-10T18:00:00,2025-06-11T04:00:00,222.7,2025-06-10 18:00:00
St. Malo_Jersey_20250610_1200_159,St. Malo→Jersey,Celtic Voyager,2025-06-10T12:00:00,2025-06-10T21:00:00,298.3,2025-06-10 12:00:00
St. Malo_Jersey_20250610_0600_160,St. Malo→Jersey,Celtic Voyager,2025-06-10T06:00:00,2025-06-10T15:00:00,297.9,2025-06-10 06:00:00
St. Malo_Jersey_20250610_1800_161,St. Malo→Jersey,Celtic Voyager,2025-06-10T18:00:00,2025-06-11T03:00:00,289.1,2025-06-10 18:00:00
Poole_Jersey_20250610_1800_162,Poole→Jersey,Jersey Clipper,2025-06-10T18:00:00,2025-06-11T02:00:00,198.4,2025-06-10 18:00:00
Poole_Jersey_20250610_0600_163,Poole→Jersey,Jersey Clipper,2025-06-10T06:00:00,2025-06-10T14:00:00,197.3,2025-06-10 06:00:00
Portsmouth_Jersey_20250611_1200_164,Portsmouth→Jersey,Island Spirit,2025-06-11T12:00:00,2025-06-11T22:00:00,224.6,2025-06-11 12:00:00
Portsmouth_Jersey_20250611_1800_165,Portsmouth→Jersey,Channel Star,2025-06-11T18:00:00,2025-06-12T04:00:00,225.0,2025-06-11 18:00:00
St. Malo_Jersey_20250611_1200_166,St. Malo→Jersey,Celtic Voyager,2025-06-11T12:00:00,2025-06-11T21:00:00,298.6,2025-06-11 12:00:00
St. Malo_Jersey_20250611_0600_167,St. Malo→Jersey,Celtic Voyager,2025-06-11T06:00:00,2025-06-11T15:00:00,306.8,2025-06-11 06:00:00
St. Malo_Jersey_20250611_1800_168,St. Malo→Jersey,Celtic Voyager,2025-06-11T18:00:00,2025-06-12T03:00:00,298.1,2025-06-11 18:00:00
Poole_Jersey_20250611_1200_169,Poole→Jersey,Jersey Clipper,2025-06-11T12:00:00,2025-06-11T20:00:00,192.0,2025-06-11 12:00:00
